SalePrice,GrLivArea,TotalBsmtSF,GarageCars,GarageArea,LotArea,OverallQual,OverallCond,KitchenQual,ExterQual,YearBuilt,YearRemodAdd,FullBath,TotRmsAbvGrd,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseAge,YearsSinceRemodel,TotalBathrooms
129500,1040,1040,1,384,11200,5,5,3,3,1965,1965,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,45,45,1
345000,2324,1175,3,736,11924,9,5,5,5,2005,2006,3,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,4,3
144000,912,912,1,352,12968,5,6,3,3,1962,1962,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,48,48,1
279500,1494,1494,3,840,10652,7,5,4,4,2006,2007,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,2
157000,1253,1253,1,352,10920,6,5,3,3,1960,1960,1,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50,50,1
132000,854,832,2,576,6120,7,8,3,3,1929,2001,1,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81,9,1
149000,1004,1004,2,480,11241,6,7,3,3,1970,1970,1,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40,40,1
90000,1296,0,2,516,10791,4,5,3,3,1967,1967,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,43,43,2
159000,1114,1114,2,576,13695,5,5,4,3,2004,2004,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,6,1
139000,1339,1029,1,294,7560,5,6,3,3,1958,1965,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,52,45,1
325300,2376,1158,3,853,14215,8,5,4,4,2005,2006,3,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,4,3
139400,1108,637,1,280,7449,7,7,4,3,1930,1950,1,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80,60,1
230000,1795,1777,2,534,9742,8,5,4,4,2002,2002,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,8,2
129900,1060,1040,2,572,4224,5,7,3,3,1976,1976,1,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,34,1
154000,1060,1060,1,270,8246,5,8,4,3,1968,2001,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42,9,1
256300,1600,1566,3,890,14230,8,5,4,4,2007,2007,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,3,2
134800,900,900,2,576,7200,5,7,4,3,1951,2000,1,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,59,10,1
306000,1704,1704,3,772,11478,8,5,4,4,2007,2008,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,2,2
207500,1600,1484,1,319,16321,5,6,3,3,1957,1997,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,53,13,1
68500,520,520,1,240,6324,4,6,2,3,1927,1950,1,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83,60,1
40000,1317,649,1,250,8500,4,4,3,3,1920,1950,1,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90,60,1
149350,1228,1228,1,271,8544,5,6,4,3,1966,2006,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,44,4,1
179900,1234,1234,2,484,11049,8,5,4,4,2007,2007,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
165500,1700,1398,2,447,10552,5,5,4,3,1959,1959,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,51,51,1
277500,1561,1561,2,556,7313,9,5,5,5,2005,2005,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,5,2
309000,2452,1117,3,691,13418,8,5,4,4,2004,2005,3,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6,5,3
145000,1097,1097,2,672,10859,5,5,3,3,1994,1995,1,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,15,1
153000,1297,1297,2,498,8532,5,6,3,3,1954,1990,1,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,56,20,1
109000,1057,1057,1,246,7922,5,7,4,3,1953,2007,1,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,57,3,1
82000,1152,0,0,0,6040,4,5,2,3,1955,1955,2,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55,55,2
160000,1324,1088,2,440,8658,6,5,3,3,1965,1965,2,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45,45,2
170000,1328,1350,1,308,16905,5,6,3,3,1959,1959,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,51,51,1
144000,884,840,2,504,9180,5,7,4,3,1983,1983,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,27,27,1
130250,938,938,1,308,9200,5,6,3,3,1975,1980,1,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,30,1
141000,1150,1150,1,300,7945,5,6,3,3,1959,1959,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,51,51,1
319900,1752,1752,2,576,7658,9,5,5,5,2005,2005,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,5,2
239686,2149,1434,2,670,12822,7,5,4,4,2003,2003,1,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7,7,1
249700,1656,1656,3,826,11096,8,5,4,4,2006,2006,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,2
113000,1452,736,0,0,4456,4,5,3,3,1920,2008,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,90,2,2
127000,955,955,1,386,7742,5,7,3,3,1966,1966,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,44,44,1
177000,1470,794,2,388,13869,6,6,3,3,1997,1997,2,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,13,2
114500,1176,816,2,528,6240,6,6,3,3,1934,1950,1,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76,60,1
110000,816,816,2,516,8472,5,5,3,2,1963,1963,1,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,47,1
385000,1842,1842,3,894,50271,9,5,4,4,1981,1987,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,29,23,0
130000,1360,384,2,572,7134,5,5,3,3,1955,1955,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,55,55,1
180500,1425,1425,2,576,10175,6,5,3,3,1964,1964,2,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,46,46,2
172500,1739,970,2,480,2645,8,5,4,4,1999,2000,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,10,2
196500,1720,860,2,565,11645,7,5,4,4,2004,2004,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,6,2
438780,2945,1410,3,641,13682,10,5,4,5,2006,2006,3,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,4,3
124900,780,780,1,352,7200,5,7,3,3,1972,1972,1,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,38,1
158000,1158,1158,2,576,13072,6,5,4,3,2004,2004,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,6,1
101000,1111,530,1,288,7200,5,7,2,3,1920,1996,1,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90,14,1
202500,1370,1370,2,484,6442,8,5,4,4,2006,2006,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,4,2
140000,1710,576,2,480,10300,7,6,3,3,1921,1950,2,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,89,60,2
219500,2034,1057,2,645,9375,7,5,4,3,1997,1998,2,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,12,2
317000,2473,1143,3,852,9591,8,5,4,4,2004,2005,2,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6,5,2
180000,2207,1947,2,576,19900,7,5,3,3,1970,1989,2,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40,21,2
226000,1479,1453,2,558,10665,7,5,4,4,2003,2003,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,7,2
80000,747,747,1,220,4608,4,6,3,3,1945,1950,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,65,60,1
225000,2287,1304,2,667,15593,7,4,3,4,1953,1953,2,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57,57,2
244000,2223,2223,2,516,13651,7,6,3,3,1973,1973,2,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,37,37,2
129500,845,845,2,360,7599,4,6,3,3,1982,2006,1,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28,4,1
185000,1718,832,2,427,10141,7,5,3,3,1998,1998,2,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,12,2
144900,1086,1086,2,490,10200,5,7,3,3,1954,2003,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,56,7,1
107400,1605,840,1,379,5790,3,6,3,4,1915,1950,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,95,60,2
91000,988,462,1,297,1596,4,5,3,3,1973,1973,1,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,37,1
135750,952,952,1,283,8475,4,7,3,3,1956,1956,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,54,54,1
127000,1285,672,1,240,8635,5,5,3,3,1948,2001,1,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62,9,1
136500,1768,1768,0,0,10778,4,5,3,3,1968,1968,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42,42,2
110000,1230,440,2,440,10440,5,6,3,3,1910,1981,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,100,29,1
193500,2142,896,1,509,13000,6,6,4,3,1968,1968,2,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,42,42,2
153500,1337,1237,2,405,4500,6,5,3,3,1998,1998,2,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12,12,2
245000,1563,1563,3,758,10206,8,5,4,3,2007,2007,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,2
126500,1065,1065,2,461,8892,5,5,3,3,1960,1960,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50,50,1
168500,1474,384,2,400,8530,7,5,3,3,1995,1996,2,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,14,2
260000,2417,1288,2,462,16059,8,5,4,4,1991,1992,2,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19,18,2
174000,1560,684,2,400,11911,6,5,4,4,2005,2005,2,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,2
164500,1224,612,2,528,3951,6,5,4,4,2009,2009,2,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,2
85000,1526,1013,0,0,8470,3,2,2,2,1915,1982,1,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,28,1
123600,990,990,0,0,8070,4,5,3,3,1994,1995,1,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,15,1
109900,1040,0,2,420,7200,4,5,3,3,1950,1950,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,60,60,1
98600,1235,1235,2,480,8500,5,3,3,3,1961,1961,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,49,49,1
163500,964,876,2,432,13360,5,7,3,3,1921,2006,1,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89,4,1
133900,2291,1214,2,506,7200,6,6,3,3,1910,1998,2,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,100,12,2
204750,1786,824,2,684,9337,6,5,4,3,1997,1997,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,13,2
185000,1470,680,2,420,9765,6,8,3,5,1993,1993,2,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,17,2
214000,1588,1588,2,472,10264,7,5,4,4,1999,1999,2,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,11,2
94750,960,960,1,432,10921,4,5,3,3,1965,1965,1,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,45,1
83000,835,458,1,366,10625,5,5,3,3,1920,1950,1,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90,60,1
128950,1225,950,0,0,9320,4,5,3,3,1959,1959,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,51,51,1
205000,1610,1610,2,480,10603,6,7,4,3,1977,2001,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33,9,2
178000,1732,741,2,476,9206,6,5,4,4,1985,1985,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25,25,2
118964,1535,0,2,410,7018,5,5,3,3,1979,1979,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,31,31,2
198900,1226,1226,3,740,10402,7,5,4,3,2009,2009,2,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
169500,1818,1040,1,240,7758,7,4,3,3,1931,1950,1,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79,60,1
250000,1992,1053,2,648,9375,8,5,4,4,2003,2004,2,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,6,2
100000,1047,641,1,273,10800,4,7,3,3,1885,1995,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,125,15,1
115000,789,789,1,250,6000,5,5,3,3,1948,1950,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,62,60,1
115000,1517,793,0,0,8500,5,7,2,3,1919,2005,2,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91,5,2
190000,1844,1844,2,546,11751,6,6,3,3,1977,1977,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33,33,2
136900,1855,994,1,325,9525,6,4,3,3,1954,1972,2,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56,38,2
180000,1430,384,2,400,7750,7,5,3,3,2000,2000,2,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,2
383970,2696,1264,3,792,9965,7,5,5,4,2007,2007,2,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
217000,2259,1809,2,450,21000,6,5,4,3,1953,1953,2,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57,57,2
259500,2320,1028,1,180,7259,6,8,4,3,1945,2002,2,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65,8,2
176000,1458,729,2,440,3230,6,5,3,3,1999,1999,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,11,2
139000,1092,1092,1,288,11616,5,5,3,3,1962,1962,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,48,48,1
155000,1125,1125,2,430,8536,5,5,3,3,2006,2007,1,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,1
320000,3222,1673,3,594,12376,7,5,4,3,1990,1990,3,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,20,3
163990,1456,728,2,390,8461,6,5,4,4,2005,2006,2,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,2
180000,988,938,2,540,21453,6,5,3,3,1969,1969,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,41,1
100000,1123,732,1,264,6060,4,5,3,3,1939,1950,1,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71,60,1
136000,1080,1080,1,288,9464,6,7,3,3,1958,1958,1,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,52,52,1
153900,1199,1199,2,530,7892,6,5,4,4,1993,1993,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17,17,2
181000,1586,1362,2,435,17043,6,5,3,3,1979,1998,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,31,12,2
84500,754,520,0,0,6780,6,8,3,3,1935,1982,1,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75,28,1
128000,958,1078,2,440,4928,6,5,3,3,1976,1976,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,34,34,2
87000,840,672,0,0,4388,5,7,3,3,1930,1950,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,80,60,1
155000,1348,660,2,453,7590,6,5,3,3,1966,1966,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44,44,1
150000,1053,1008,2,750,8973,5,7,5,3,1958,1991,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,52,19,1
226000,2157,924,2,487,14200,7,6,4,3,1966,1966,2,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44,44,2
244000,2054,992,2,390,12224,6,5,4,4,2000,2000,2,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,2
150750,1327,1063,2,624,7388,5,6,4,3,1959,2002,1,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,51,8,1
220000,1296,1267,2,471,6853,8,5,4,4,2001,2002,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,8,2
180000,1721,1461,2,440,10335,5,6,3,3,1968,1993,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42,17,2
174000,1682,1304,2,530,10400,7,6,3,3,1970,1970,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,40,2
143000,1214,1214,1,318,10355,5,5,3,3,1967,1967,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,43,43,2
171000,1959,1907,3,766,11070,7,5,3,3,1988,1989,3,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22,21,3
230000,1852,1004,3,660,9066,8,5,4,4,1999,2000,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,10,2
231500,1764,928,2,470,15426,6,5,4,3,1997,1997,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,13,2
115000,864,864,0,0,10500,4,5,3,3,1971,1971,1,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,39,39,1
260000,1734,1734,2,660,11645,7,5,4,4,2005,2005,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,2
166000,1385,910,2,720,8520,5,4,3,3,1952,1952,2,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,58,58,2
204000,1501,1490,2,577,10335,7,5,4,4,1999,1999,2,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,11,2
125000,1728,1728,2,504,9100,5,5,3,3,1963,1963,2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,47,47,2
130000,1709,970,2,380,2522,6,5,4,4,2004,2006,2,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,4,2
105000,875,715,1,180,6120,5,7,3,3,1931,1993,1,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79,17,1
222500,2035,884,2,434,9505,7,5,4,4,2001,2001,2,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,2
141000,1080,1080,0,0,7500,7,5,4,3,2004,2005,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,5,1
115000,1344,896,1,240,6240,5,4,3,3,1936,1950,1,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74,60,1
